0.7791465546034623,image,images,0,1
0.7775571122841949,node,nodes,2,3
0.7137789351464252,output,input,4,5
0.6755898399591814,feature,features,6,7
0.6350099201925681,unit,hidden,8,9
0.6167293598973331,network,output,10,4
0.6043810171138054,control,controller,11,12
0.5965416742319287,network,input,10,5
0.5917696938120536,training,error,13,14
0.5755609982721592,training,network,13,10
0.5512045410989385,distribution,probability,15,16
0.5408501782456702,unit,network,8,10
0.5165530867757007,model,data,17,18
0.5131485437137268,weight,network,19,10
0.5117531727882728,chip,analog,20,21
0.50829594220775,image,pixel,0,22
0.502612697675987,stimulus,response,23,24
0.4987017849856446,visual,cortex,25,26
0.49787727140682136,classification,class,27,28
0.4915166648967709,distribution,gaussian,15,29
0.49123148691027474,hidden,network,9,10
0.4897576018267521,learning,algorithm,30,31
0.4880501910176694,unit,input,8,5
0.48448859436912783,error,generalization,14,32
0.4844754485331772,motor,movement,33,34
0.47884226717130224,training,data,13,18
0.4740965638745676,training,output,13,4
0.47120601955211006,data,method,18,35
0.47118446241167716,speech,recognition,36,37
0.4702023732781953,network,error,10,14
0.46699929615544084,mixture,likelihood,38,39
0.4668292692078465,spike,firing,40,41
0.46455225200782885,unit,output,8,4
0.46039744605679633,learning,reinforcement,30,42
0.4582568524437462,gaussian,mixture,29,38
0.4541118509203002,layer,output,43,4
0.4540913348201752,action,policy,44,45
0.454084332266067,layer,input,43,5
0.45341397720306953,training,input,13,5
0.45177303072810515,layer,network,43,10
0.4484388689459421,hidden,output,9,4
0.44800065772093217,weight,input,19,5
0.4464416996562721,action,reinforcement,44,42
0.44596106078385706,weight,output,19,4
0.44408566622469375,neuron,firing,46,41
0.43783377999701034,images,pixel,1,22
0.43543213857758023,learning,error,30,14
0.43537312445036513,training,generalization,13,32
0.43455074847118325,eye,position,47,48
0.4337445463032271,classifier,classification,49,27
0.4330389332754116,training,hidden,13,9
0.4329381436951488,training,learning,13,30
0.43243328534993136,training,weight,13,19
0.4312924701636795,neuron,synaptic,46,50
0.4271567334330527,algorithm,method,31,35
0.42706115147280466,training,method,13,35
0.42693106692526694,action,states,44,51
0.4265411168460976,weight,error,19,14
0.42500841895339114,unit,weight,8,19
0.4231952224804625,mixture,density,38,52
0.4225534631529001,hidden,layer,9,43
0.42144217006173845,learning,network,30,10
0.4214396389233444,data,likelihood,18,39
0.4213506872848771,pattern,input,53,5
0.42094631272053945,unit,layer,8,43
0.4188311671708063,training,examples,13,54
0.4179452003020571,learning,weight,30,19
0.41722966414414764,policy,reinforcement,45,42
0.41596767808792395,gaussian,density,29,52
0.4153271572834079,gaussian,likelihood,29,39
0.4138961360203037,circuit,analog,55,21
0.41350449337495193,model,likelihood,17,39
0.4135017443313948,network,pattern,10,53
0.41120081243349477,hidden,input,9,5
0.4081763546676226,bound,theorem,56,57
0.40365504879103054,learning,task,30,58
0.4034144157889576,likelihood,density,39,52
0.40060370700590825,error,method,14,35
